word,original_forms,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
june,June,4,18.85999999999999,1.2755416884013087,0.00043090276344794976,0.5072463768115942,69
only,only,4,1083.7100000000003,3.0349130808650098,0.01677789484788323,0.5070422535211268,71
son,"(son, son, son),, son,",3,410.7599999999985,2.613588145185498,0.0007695833788565987,0.5019762845849802,253
crozer,Crozer,6,1.0,0.0,0.00010000000000000003,0.5,12
lisa,Lisa,4,1.0,0.0,0.00010000000000000003,0.5,12
my,"""my",2,6762.729999999997,3.8301220486924046,0.00010000000000000003,0.5,12
flaming,Flaming,7,2.5500000000000003,0.4065401804339552,0.00010000000000000003,0.5,12
lasting,lasting,7,2.3500000000000005,0.37106786227173627,0.00010000000000000003,0.5,12
put,put,3,828.4500000000002,2.9182663022793585,0.00010000000000000003,0.5,12
august,"(August, August",6,10.200000000000012,1.008600171761917,0.0002784728507837122,0.5,82
city,"City, City), City., city",4,169.1000000000002,2.2281436075977408,5.1470588235294086e-05,0.5,68
marry,marry,5,104.35,2.0184924534014725,0.00010000000000000002,0.5,10
roads,"roads,",5,9.06,0.9571281976768128,0.00010000000000000003,0.5,12
1796,1796,4,1.0,0.0,0.00010000000000000003,0.5,12
fire,fire,4,215.49,2.3334271211529614,0.3006359247605703,0.5,12
since,since,5,314.98,2.4982829786613716,0.00010000000000000003,0.5,12
hills,Hills,5,20.139999999999997,1.304059466217599,0.00010000000000000003,0.5,12
clay,"Clay, Clay,",4,12.0,1.0791812460476249,9.999999999999999e-05,0.5,24
crossing,Crossing,8,8.710000000000003,0.9400181550076633,0.00010000000000000002,0.5,10
dramas,dramas,6,0.43,-0.3665315444204134,0.00010000000000000003,0.5,12
those,those,5,753.0200000000001,2.8768065110935157,0.03812397845077164,0.5,12
paul,"Paul,",4,94.14,1.9737741939705802,0.00010000000000000002,0.5,10
ohio,"Ohio, Ohio,",4,8.709999999999994,0.9400181550076637,6.206896551724134e-05,0.5,58
las,Las,3,18.289999999999996,1.2622137054764166,0.00010000000000000003,0.5,12
out,out,3,3865.309999999998,3.5871843303088067,0.0,0.5,44
attorney,"Attorney, attorney",8,40.38999999999999,1.606273853169988,0.0006584221033267067,0.5,24
lead,lead,4,83.25,1.9203842421783575,0.00010000000000000003,0.5,12
me,Me,2,9241.94,3.9657631446897734,0.0007896201737164713,0.5,12
besso,Besso,5,1.0,0.0,0.00010000000000000002,0.5,10
2,"2,",1,1.0,0.0,0.00010000000000000003,0.5,12
18251829,(1825-1829),8,1.0,0.0,0.00010000000000000003,0.5,12
yes,"Yes,",3,1996.7599999999995,3.3003258681058583,0.00010000000000000003,0.5,12
keith,Keith,5,1.0,0.0,0.00010000000000000002,0.5,10
more,more,4,1298.589999999999,3.113472054195494,0.00046594260542494125,0.5,36
december,"(December, December",8,7.589999999999989,0.8802417758954793,0.00010000000000000007,0.5,70
stedman,Stedman,7,1.0,0.0,0.00010000000000000003,0.5,12
legal,legal,5,35.709999999999994,1.552789850192782,0.0006892747018207874,0.5,12
hired,hired,5,33.0,1.5185139398778877,0.00010000000000000003,0.5,12
fifty,fifty,5,18.819999999999997,1.274619619091238,0.00010000000000000003,0.5,12
selling,selling,7,37.63,1.5755342183198644,0.00010000000000000003,0.5,12
dollars,dollars,7,78.39,1.8942606644469888,0.14368044297503554,0.5,12
million,million,7,120.49,2.0809510043794828,0.031061954728746663,0.5,12
each,each,4,253.25,2.4035494540323183,0.0005609788621325475,0.5,12
p38,P-38,3,1.0,0.0,0.00010000000000000003,0.5,12
wagner,"Wagner,",6,2.939999999999999,0.46834733041215754,0.0,0.5,22
theory,theory,6,28.61000000000001,1.4565178578052629,0.00035399834990639624,0.5,12
dracula,Dracula,7,1.0,0.0,0.00010000000000000003,0.5,12
sciences,Sciences,8,0.71,-0.14874165128092473,0.49000259138787955,0.5,12
boiled,Boiled,6,3.31,0.5198279937757188,0.00010000000000000003,0.5,12
eva,Eva,3,1.0,0.0,0.00010000000000000003,0.5,12
scotia,"Scotia,",6,0.49000000000000016,-0.30980391997148626,0.00010000000000000003,0.5,12
class,class,5,117.34999999999998,2.069483093934611,0.0014084343359255195,0.5,12
1504,1504,4,1.0,0.0,0.00010000000000000003,0.5,12
fill,fill,4,43.94,1.6428600525844919,0.00010213003080511973,0.5,12
award,Award,5,12.879999999999997,1.1099158630237935,0.15904790807654098,0.5,12
canes,"""Canes"")",5,0.43,-0.3665315444204134,0.00010000000000000003,0.5,12
1731,1731,4,1.0,0.0,0.00010000000000000003,0.5,12
fish,fish,4,83.49,1.9216344610537055,0.00010000000000000003,0.5,12
less,less,4,111.09999999999998,2.045714058940867,0.0004284391947139609,0.5,12
gold,Gold,4,78.94000000000001,1.897297122059496,0.0015520951640863173,0.5,12
holy,Holy,4,68.14,1.8334021292318579,0.00022998027744714497,0.5,12
cross,Cross,5,55.04,1.7406784252274543,0.9048722906507182,0.5,12
act,act,3,109.12,2.0379043573124034,0.00015882007719052052,0.5,12
patriots,Patriots,8,1.57,0.19589965240923377,0.00010000000000000003,0.5,12
1944,"1944,",4,1.0,0.0,0.00010000000000000003,0.5,12
germain,Germain,7,0.22000000000000006,-0.6575773191777936,0.00010000000000000003,0.5,12
its,"""It's, its",3,171.71,2.2347955882206434,0.0013003112026622958,0.5,34
1890,"1890,",4,1.0,0.0,0.00010000000000000003,0.5,12
receiving,receiving,9,7.689999999999999,0.885926339801431,0.00010000000000000003,0.5,12
union,Union,5,21.779999999999983,1.338057875419757,0.0006363828683483699,0.5,36
thus,thus,4,12.31,1.090258052931316,0.0007959247236170746,0.5,24
hw,H.W.,2,0.019999999999999997,-1.6989700043360187,0.00010000000000000003,0.5,12
ma,MA,2,185.79999999999998,2.2690457096576226,0.00010000000000000003,0.5,12
plus,plus,4,47.04,1.6724673130680825,0.00010000000000000003,0.5,12
finance,finance,7,5.3500000000000005,0.7283537820212285,0.00010000000000000003,0.5,12
1000,"1,000",4,1.0,0.0,0.00010000000000000003,0.5,12
italian,Italian,7,3.7999999999999994,0.5797835966168101,0.00011843306970318465,0.5,12
simmons,Simmons,7,5.689999999999999,0.7551122663950712,0.00010000000000000003,0.5,12
use,use,3,343.8400000000001,2.5363563981473685,0.02651581569124492,0.5,12
avenue,Avenue,6,16.88,1.2273724422896364,0.00010000000000000003,0.5,12
arista,Arista,6,0.08000000000000003,-1.0969100130080565,9.999999999999999e-05,0.5,24
negro,Negro,5,5.369999999999998,0.7299742856995556,0.00010000000000000003,0.5,12
long,"Long, long",4,675.16,2.8294067045093914,0.00015085427962595026,0.48936170212765956,47
has,has,3,1133.9199999999987,3.0545824154174386,0.017718485600329095,0.48214285714285715,56
then,then,4,1489.529999999999,3.1730492545824514,0.0016852545496572554,0.4811320754716981,106
under,under,5,261.92,2.4181686620678673,0.004539176235244561,0.4791666666666667,48
him,"him, him.",3,3484.5100000000048,3.5421417152151076,0.019813170776095356,0.4787234042553192,94
vice,"Vice, Vice,",4,18.63,1.2702128548962432,0.0001,0.4782608695652174,23
period,"period,",6,27.779999999999987,1.4437322414015972,5.217391304347828e-05,0.4782608695652174,23
making,making,6,222.53000000000003,2.34738856792903,5.217391304347828e-05,0.4782608695652174,23
soviet,Soviet,6,7.060000000000001,0.8488047010518042,0.000650657859390616,0.4782608695652174,23
word,Word,4,235.5500000000001,2.372083108574252,0.014407081208587578,0.4782608695652174,23
cousin,"cousin, cousin,",6,48.840000000000025,1.6887756552728457,0.00011174625442252039,0.4745762711864407,59
royal,"Royal,, royal",5,23.240000000000006,1.3662361237182943,9.999999999999994e-05,0.4722222222222222,36
one,one,3,3072.239999999994,3.487455139290589,0.004989350451162542,0.47183098591549294,142
led,led,3,24.01999999999999,1.3805730030668861,3.5294117647058834e-05,0.47058823529411764,34
law,"Law, law",3,116.31000000000007,2.065617055726874,0.006936299451925979,0.46808510638297873,47
may,"(May, May",3,511.37000000000097,2.708735246145102,0.0012572701375137684,0.46551724137931033,116
work,work,4,798.0199999999993,2.9020137757878186,0.012860128752838257,0.46551724137931033,58
such,such,4,291.22,2.464221197534445,0.006143561420296706,0.4647887323943662,71
roll,Roll,4,63.26999999999999,1.801197834459148,0.10001374219047547,0.4583333333333333,24
notably,notably,7,0.4299999999999999,-0.3665315444204135,9.999999999999999e-05,0.4583333333333333,24
juan,"Juan,",4,7.47,0.8733206018153985,9.999999999999999e-05,0.4583333333333333,24
took,took,4,342.23999999999984,2.5343307672274524,9.999999999999999e-05,0.4583333333333333,24
isabel,Isabel,6,3.5300000000000007,0.5477747053878227,9.999999999999999e-05,0.4583333333333333,24
high,high,4,195.0,2.2900346113625165,0.07544703813386666,0.4583333333333333,24
star,"Star, star, star,",4,81.35,1.9103575572728753,0.00010000000000000005,0.4576271186440678,59
east,"East, east",4,49.549999999999976,1.6950436588212927,0.014787742457600311,0.45714285714285713,35
1916,"1916, 1916)",4,1.0,0.0,9.999999999999994e-05,0.45714285714285713,35
popular,popular,7,23.08000000000001,1.3632358044836936,0.0004449039111969854,0.45714285714285713,35
called,called,6,340.02000000000027,2.5315044630251395,0.003590173205111709,0.45714285714285713,35
came,"Came, came",4,463.7299999999996,2.6662651925380523,5.2173913043478256e-05,0.45652173913043476,46
classic,classic,7,16.16,1.2084413564385676,0.00010000000000000003,0.45454545454545453,11
race,race,4,61.900000000000006,1.7916906490201183,0.0,0.45454545454545453,22
massapequa,"Massapequa,",10,1.0,0.0,0.0,0.45454545454545453,11
drove,drove,5,28.86000000000001,1.4602963267574756,0.0,0.45454545454545453,11
nervous,nervous,7,67.15999999999998,1.8271106874660108,0.0005754796847385733,0.45454545454545453,11
1810,1810,4,1.0,0.0,0.0,0.45454545454545453,11
voice,"(voice),",5,86.15999999999998,1.9353056902899253,0.0,0.45454545454545453,11
spirits,Spirits,7,16.139999999999997,1.2079035303860517,0.0,0.45454545454545453,11
marriage,marriage,8,77.05999999999999,1.8868290046769827,0.0,0.45454545454545453,11
investors,"investors,",9,3.2400000000000015,0.5105450102066121,0.0,0.45454545454545453,11
hitlers,Hitler's,7,1.0,0.0,0.0,0.45454545454545453,11
wanted,wanted,6,502.2700000000001,2.7009372390324384,0.0,0.45454545454545453,11
soldiers,soldiers,8,27.63,1.4413808849165115,0.0,0.45454545454545453,11
alan,Alan,4,32.86000000000001,1.5166675590990428,0.00010000000000000003,0.45454545454545453,11
big,big,3,682.8199999999998,2.8343062332429763,0.0,0.45454545454545453,11
beetlejuice,"Beetlejuice,",11,1.0,0.0,0.0,0.45454545454545453,11
credited,credited,8,0.6100000000000001,-0.2146701649892329,0.0,0.45454545454545453,11
apprentice,apprentice,10,1.94,0.287801729930226,0.0,0.45454545454545453,11
illuminating,Illuminating,12,0.4699999999999998,-0.32790214206428253,0.0,0.45454545454545453,11
1917,"1917,",4,1.0,0.0,0.00010000000000000003,0.45454545454545453,11
oldest,oldest,6,9.370000000000003,0.9717395908877787,0.001800394643890285,0.45454545454545453,22
fairbanks,Fairbanks,9,1.4499999999999995,0.16136800223497486,0.0,0.45454545454545453,11
1822,1822),4,1.0,0.0,0.00010000000000000003,0.45454545454545453,11
sources,sources,7,8.22,0.9148718175400503,0.0,0.45454545454545453,11
clarence,Clarence,8,8.590000000000002,0.9339931638312424,0.0,0.45454545454545453,11
19,"19,",2,1.0,0.0,0.00010000000000000003,0.45454545454545453,11
flower,Flower,6,22.759999999999994,1.357172257723034,0.0,0.45454545454545453,11
groucho,Groucho,7,0.9800000000000003,-0.00877392430750515,0.00010000000000000003,0.45454545454545453,11
banker,banker,6,4.759999999999999,0.6776069527204932,0.00010000000000000003,0.45454545454545453,11
zurich,"Zurich), Zurich,",6,2.43,0.3856062735983122,0.0001,0.45454545454545453,22
eth,"(ETH,",3,0.09999999999999999,-1.0,0.00010000000000000003,0.45454545454545453,11
lawyer,lawyer,6,79.51,1.9004217534577383,0.00010000000000000003,0.45454545454545453,11
cars,"cars,",4,45.63,1.6592504687726615,0.0,0.45454545454545453,11
setback,setback;,7,1.5299999999999998,0.18469143081759884,0.00010000000000000003,0.45454545454545453,11
taken,taken,5,138.65000000000003,2.141919873913881,0.00029645842559405906,0.45454545454545453,11
dorchester,Dorchester,10,1.0,0.0,0.00010000000000000003,0.45454545454545453,11
station,station,7,79.08000000000001,1.8980666606416354,0.0,0.45454545454545453,11
fellow,fellow,6,58.57000000000001,1.7676752240279598,0.00010000000000000003,0.45454545454545453,11
institute,Institute,9,3.25,0.5118833609788744,0.00010000000000000003,0.45454545454545453,11
frs,FRS,3,0.019999999999999997,-1.6989700043360187,0.00010000000000000003,0.45454545454545453,11
nikola,Nikola,6,1.0,0.0,0.00010000000000000003,0.45454545454545453,11
job,job,3,413.0,2.615950051656401,0.0,0.45454545454545453,11
maria,Maria,5,22.63,1.354684553954729,0.0001,0.45454545454545453,22
money,money,5,640.7600000000001,2.8066953927118097,0.0,0.45454545454545453,22
frances,Frances,7,4.670000000000001,0.6693168805661119,0.0,0.45454545454545453,11
recent,recent,6,13.120000000000003,1.1179338350396415,0.009492832453100316,0.45454545454545453,11
direct,direct,6,24.039999999999996,1.380934463330702,0.0,0.45454545454545453,11
also,also,4,206.43000000000026,2.314772812566049,0.0021408850442857963,0.4540229885057471,174
born,"(born, Born, born, born.",4,83.69,1.9226735678585394,0.0013860328945875834,0.4506172839506173,486
moved,moved,5,69.32999999999994,1.8409212001987758,0.004593193287517054,0.44761904761904764,105
was,"Was, Was,, was",3,5654.7300000002515,3.7524118732208227,0.031626132182168906,0.4471590909090909,1760
once,once,4,344.8799999999996,2.5376680098458313,7.659574468085102e-05,0.44680851063829785,47
franklin,"(Franklin, Franklin",8,10.800000000000008,1.03342375548695,0.023124402816689073,0.44680851063829785,47
anne,Anne,4,20.880000000000013,1.3197304943302242,8.035714285714284e-05,0.44642857142857145,56
york,"York, York,, York.",4,138.61000000000033,2.14179456352366,0.16898158002591335,0.44508670520231214,173
28,"28, 28,",2,1.0,0.0,7.555555555555552e-05,0.4444444444444444,45
bid,bid,3,12.589999999999991,1.1000257301078622,9.999999999999994e-05,0.4444444444444444,36
civil,"Civil, civil",5,15.940000000000005,1.2024883170600942,0.0060472183034084685,0.4444444444444444,36
have,have,4,6161.410000000003,3.7896801091039256,0.04318391991991044,0.4444444444444444,36
ford,"Ford, Ford,",4,11.509999999999993,1.0610753236297898,2.292993630573247e-05,0.4394904458598726,157
stage,stage,5,45.57000000000003,1.658679028582448,0.0001,0.43478260869565216,23
not,not,3,5424.960000000003,3.7343965403374666,0.28858225605026844,0.43478260869565216,23
basis,basis,5,11.94,1.0770043267933502,0.01109133941032724,0.43478260869565216,23
10,"10,",2,1.0,0.0,5.217391304347828e-05,0.43478260869565216,23
minor,minor,5,12.819999999999995,1.1078880251827987,0.0001,0.43478260869565216,23
gave,gave,4,243.6899999999999,2.3868377079540077,0.0031446534031448832,0.43478260869565216,23
santa,Santa,5,46.690000000000026,1.6692238739308047,0.00011294864423451066,0.43478260869565216,23
hero,hero,4,49.84000000000001,1.6975780336511128,0.00021545137629817778,0.43478260869565216,23
september,"(September, September",9,11.0,1.0413926851582251,0.00046331440703124485,0.43478260869565216,23
state,"State, state",5,107.8400000000001,2.0327798791912444,0.13512758181442192,0.43373493975903615,83
films,"films, films,",5,14.710000000000012,1.1676126727275293,0.00010000000000000005,0.43333333333333335,60
later,later,5,291.94000000000017,2.465293603686636,0.00261336556991031,0.43333333333333335,150
second,"Second, second",6,284.5699999999998,2.4541891138747656,0.0029118714119881514,0.42857142857142855,56
lloyd,Lloyd,5,1.0,0.0,0.00010000000000000002,0.42857142857142855,21
near,"(near, near",4,83.09999999999995,1.9196010237841112,9.999999999999994e-05,0.42857142857142855,35
finish,finish,6,98.92000000000003,1.995284107689259,0.0005593964525731107,0.42857142857142855,21
most,most,4,350.7599999999994,2.5450100614050637,0.003045309824957289,0.4268292682926829,82
world,"World, World,",5,455.2200000000007,2.658221334447715,0.010405727562241463,0.42592592592592593,108
well,well,4,2990.6499999999974,3.4757655899076494,0.022112916404016962,0.425531914893617,47
town,town,4,247.92000000000004,2.3943115632312266,0.0008321293359443859,0.425531914893617,47
part,"Part, part",4,261.50999999999965,2.4174883007053234,0.00512885467972405,0.42391304347826086,92
john,John,4,193.6699999999992,2.287062352554399,0.013459520194939201,0.42073170731707316,164
place,place,5,602.67,2.7800795734842896,0.038292274680869764,0.4166666666666667,12
brookline,"Brookline,",9,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
radical,radical,7,4.269999999999999,0.630427875025024,0.0010981561379922718,0.4166666666666667,12
scotts,Scott's,6,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
landing,landing,7,16.039999999999996,1.2052043639481447,0.00010000000000000003,0.4166666666666667,12
rogers,Rogers,6,7.549999999999998,0.8779469516291881,0.00010000000000000003,0.4166666666666667,12
baptist,Baptist,7,2.310000000000001,0.3636119798921442,9.999999999999999e-05,0.4166666666666667,24
chesterfield,Chesterfield,12,0.25,-0.6020599913279624,0.00010000000000000003,0.4166666666666667,12
organizing,organizing,10,1.9600000000000006,0.29225607135647597,0.00010000000000000003,0.4166666666666667,12
rejected,"rejected,",8,6.61,0.8202014594856403,0.00010000000000000003,0.4166666666666667,12
laureate,"Laureate,",8,0.14000000000000004,-0.8538719643217619,0.00010000000000000003,0.4166666666666667,12
rose,Rose,4,53.01999999999999,1.7244397233970752,0.00011782326406930384,0.4166666666666667,24
protests,protests,8,1.08,0.03342375548694974,0.00010000000000000003,0.4166666666666667,12
arnold,"Arnold, Arnold;",6,8.449999999999998,0.9268567089496925,9.999999999999999e-05,0.4166666666666667,24
turn,turn,4,306.4700000000001,2.486387968341791,0.17284325638296957,0.4166666666666667,12
husband,husband,7,194.79999999999998,2.289588952542597,0.05120485203137951,0.4166666666666667,12
gene,"""Gene, Gene",4,14.569999999999995,1.1634595517699895,9.999999999999999e-05,0.4166666666666667,24
phd,"Ph.D., Ph.D.,",3,1.0,0.0,9.999999999999999e-05,0.4166666666666667,24
henri,Henri,5,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
cisco,"""Cisco",5,1.67,0.22271647114758328,0.00010000000000000003,0.4166666666666667,12
addams,"Addams,",6,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
beat,Beat,4,131.69000000000003,2.119552797667118,0.000616473997518927,0.4166666666666667,12
loy,"Loy,",3,0.4500000000000001,-0.34678748622465644,0.00010000000000000003,0.4166666666666667,12
myrna,Myrna,5,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
hepburn,"Hepburn,",7,1.43,0.15533603746506183,0.00010000000000000003,0.4166666666666667,12
opposite,opposite,8,15.199999999999998,1.1818435879447726,0.00010000000000000003,0.4166666666666667,12
talking,talking,7,497.75,2.697011268699448,0.00019742283708272987,0.4166666666666667,12
sea,sea,3,59.840000000000025,1.776991584856405,0.00010000000000000003,0.4166666666666667,12
